‎[06.08.24, 08:42:27] Emmanuel: ‎audio omitted
[26.02.25, 16:54:24] Emmanuel: Schickst du mir dieses hand Bild was du vorher verwendet hast
[26.02.25, 16:54:54] Emmanuel: ‎Video call. ‎Answered on other device
[26.02.25, 16:55:33] Phil: Unterricht
‎[26.02.25, 17:05:27] Phil: ‎image omitted
‎[26.02.25, 17:12:32] Emmanuel: ‎audio omitted
[26.02.25, 17:31:22] Phil: jo sick habs grad gesehen
[26.02.25, 17:31:27] Phil: sieht richtig sick aus
[26.02.25, 17:38:32] Phil: Bin gleich fertig bro
[26.02.25, 23:30:37] Phil: Bro und morgen falls ordentliches anziehen
[26.02.25, 23:30:50] Phil: nicht so Tshirt mit Totenkopf
[27.02.25, 08:45:51] Phil: und wir müssen noch scanlytics bei dir aufm PC installieren
[27.02.25, 09:08:58] Emmanuel: Ich komm schon
[27.02.25, 09:09:49] Phil: Ok perfekt
‎[27.02.25, 09:59:02] Phil: Scanlytics Partner Präsentation-3.pdf • ‎14 pages ‎document omitted
[28.02.25, 08:08:32] Emmanuel: Deine Aufgabe: Galla Präsentation : erklären was eine strukturierten Befundung  ist & die Prozesse die dir Arzt zur jetzigen Zeit machen muss(ineffizient)
[28.02.25, 08:13:01] Emmanuel: ‎Waiting for this message. This may take a while.
‎[28.02.25, 08:13:05] Emmanuel: ‎image omitted
[28.02.25, 08:13:19] Emmanuel: Hab ich noch was vergessen
[28.02.25, 08:13:21] Emmanuel: Bei dir
‎[28.02.25, 08:16:40] Emmanuel: ‎image omitted
[28.02.25, 08:17:10] Emmanuel: Angepasst lass mich wissen ob ich was vergessen hab werd das später in die Gruppe für alle nochmal schick
[28.02.25, 08:17:35] Phil: Ok danke sxhreib dir später muss micj fertig machen
[28.02.25, 08:18:03] Emmanuel: Ok schau bei dir ob ich was vergessen hab
‎[28.02.25, 13:58:11] Emmanuel: ‎image omitted
[28.02.25, 13:58:16] Emmanuel: Hab’s auch in die Gruppe gesendet
[28.02.25, 13:58:25] Emmanuel: Aber zum sichergehen nochmal persönlich
[28.02.25, 13:58:30] Phil: Jo danke
[28.02.25, 13:58:36] Phil: ich checks grad aus
[28.02.25, 13:58:44] Emmanuel: Top!
[28.02.25, 14:00:14] Phil: Sieht gut aus
[28.02.25, 14:00:21] Phil: Glaube das wäre erst mal alles
[28.02.25, 14:01:06] Emmanuel: Was meinst du
[28.02.25, 14:01:48] Phil: Dass die aktuellen Aufgaben in Trello sin d
[28.02.25, 14:01:53] Phil: sonst fällt mir nichts mehr ein
[28.02.25, 14:24:08] Emmanuel: Ja genau
[28.02.25, 14:24:14] Emmanuel: Nice 🥰
[28.02.25, 14:58:05] Emmanuel: Erstellst du ein Präsentation und lädst alle hinzu. Die Idee dahin ist das wir alle Präsentation auf einen Schlag sehen und später abspeichern können ‎<This message was edited>
[28.02.25, 14:59:07] Emmanuel: Verstehst du wie ich es meine 😅? So wie beim Kick off week u know ‎<This message was edited>
[28.02.25, 15:27:53] Phil: Ähm hab n Miro Board erstellt
[28.02.25, 15:28:35] Phil: https://miro.com/app/board/uXjVIYGZDis=/
‎[28.02.25, 15:32:39] Emmanuel: ‎audio omitted
‎[28.02.25, 15:33:09] Emmanuel: ‎audio omitted
[28.02.25, 15:33:52] Phil: Bro ich will das als Miro machen
‎[28.02.25, 15:33:54] Emmanuel: ‎image omitted
[28.02.25, 15:34:01] Phil: Ist viel übersichtlicher
‎[28.02.25, 15:34:46] Emmanuel: ‎audio omitted
[28.02.25, 15:34:46] Phil: Bei so komplexen Themen macht das mehr Sinn
[28.02.25, 15:35:14] Emmanuel: Verstehst du was ich meine?
[28.02.25, 15:35:32] Phil: Ja check schon
[28.02.25, 15:36:11] Emmanuel: Musst du nicht machen aber dachte es macht Sinn sich zukünftig vorzubereiten ‎<This message was edited>
[28.02.25, 15:36:42] Phil: Ja safe aber in dem Fall macht Miro einfach am meisten Sinn
[28.02.25, 15:36:51] Emmanuel: Safe
[28.02.25, 15:36:55] Phil: grad wenn man sich das später nochmal anschauen muss
[28.02.25, 15:37:08] Phil: Keiner Bock die ganze Zeit endlos Präsis durchzuklickeb
[28.02.25, 15:37:19] Phil: Da krieg ich Flashbacks vom Medizinstudium
[28.02.25, 15:37:29] Phil: 200 Folien pro Vorlesung
[28.02.25, 15:37:31] Phil: never again
‎[28.02.25, 15:39:49] Emmanuel: ‎audio omitted
‎[28.02.25, 15:40:43] Emmanuel: ‎audio omitted
‎[28.02.25, 15:42:26] Emmanuel: ‎image omitted
[28.02.25, 15:42:32] Phil: Das Board wird halt auch noch von mir weiter bearbeitet, wenn ich die ganze Zeit Folien bearbeiten müsste würd ich Krämpfe bekommen
[28.02.25, 15:42:38] Phil: Dräng mich bitte nicht
[28.02.25, 15:42:52] Emmanuel: Mach ich nicht
[28.02.25, 15:43:00] Emmanuel: Mach was du willst schon gut
[28.02.25, 15:43:05] Phil: Ich verstehs voll aber bei so nem Thema machts einfach meiner Meinung nach mehr Sinn
[28.02.25, 15:43:10] Phil: Sonst bin ich voll bei dir
[28.02.25, 16:05:30] Emmanuel: Ok 👌
[28.02.25, 16:06:29] Emmanuel: Würd trotzdem einfach eine Präsentation vorbereiten und einfach das was du machst einfach Screenshooten und hinzufügen
[28.02.25, 16:07:07] Emmanuel: Du hast jetzt mit Präsentation tools gearbeitet die letzten Tage kannst du mir was empfehlen was entspannt war zu nutzen
[28.02.25, 16:14:45] Emmanuel: Und mich zu deinem miro Board einladen damit ich die Daten erhalte
[28.02.25, 16:17:18] Phil: Danke Bro
[28.02.25, 16:18:18] Phil: Hab geschickt
[28.02.25, 16:18:24] Phil: aber bin halt noch am bearbeiten
[28.02.25, 16:32:10] Emmanuel: Kein Ding
[28.02.25, 16:59:32] Emmanuel: Wo hast du es mir geschickt?
[28.02.25, 17:00:03] Phil: hier und per code mail eingeladen
[28.02.25, 17:00:18] Emmanuel: Ahh stimmt danke dir
[28.02.25, 17:00:52] Phil: Gern
[28.02.25, 18:04:42] Phil: Mir ist gerade aufgefallen
[28.02.25, 18:05:56] Phil: Du hattest die Idee dass wir ab jetzt präsentieren üben müssen und uns deshalb möglichst oft in Präsentationsform informieren sollen
[28.02.25, 18:06:32] Phil: An sich gute Idee aber du hast das ohne das mit dem Team abzusprechen gleich als neue Norm festgelegt
[28.02.25, 18:07:02] Phil: solche neuen Ideen müssen mit dem Team abgesprochen werden
[28.02.25, 18:07:12] Phil: Sonst führt das zu Konflikten
‎[28.02.25, 18:07:52] Emmanuel: ‎audio omitted
[28.02.25, 18:09:21] Phil: Kam rüber
[28.02.25, 18:09:30] Phil: Dann hab ich zu viel interpretiert ‎<This message was edited>
‎[28.02.25, 18:11:16] Emmanuel: ‎audio omitted
[28.02.25, 18:13:57] Phil: Ne find ich gut alles
[28.02.25, 18:14:06] Phil: ist mir jetzt nur in dem Fall aufgefallen
‎[28.02.25, 18:25:56] Emmanuel: ‎audio omitted
[28.02.25, 18:56:54] Phil: Ok entspannt
‎[28.02.25, 19:59:20] Emmanuel: ‎audio omitted
[01.03.25, 20:51:14] Phil: Jo safe müssen wir uns echt überlegen
[01.03.25, 20:51:33] Phil: hab mir gedacht dass wir Worcations machen
[01.03.25, 20:51:39] Phil: also urlaub und arbeit
[01.03.25, 20:51:45] Phil: beim Julius ne Woche am ammersee
[01.03.25, 20:52:00] Phil: dann ne Woche oder zwei bei mir in Innsbruck
[01.03.25, 20:52:29] Phil: Organinisiere mit Toni gerade dass wir im Mai die Praxis anschauen
[01.03.25, 20:52:42] Phil: die zahlen uns das beste Hotel in Sankt Gallen lol
[01.03.25, 20:53:06] Phil: und was hälst du von Antler.co ?
[02.03.25, 06:12:19] Emmanuel: Ok können wir machen :) kleiner gut!
[02.03.25, 06:12:29] Emmanuel: Was hat er gesagt was er brauchen würde
[02.03.25, 06:20:31] Emmanuel: Sieht entspannt aus
[02.03.25, 11:06:09] Phil: Einfach Upgrade der ganzen Praxis IT
[04.03.25, 10:13:29] Phil: Jo hast du eig Fragen für Leadership Coaching?
[04.03.25, 10:58:01] Phil: Hab uns B4 geholt
[04.03.25, 10:58:05] Phil: Wo bist du?
[04.03.25, 12:18:30] Emmanuel: Pros of Anarchy:
If sustainable long-term, it can be beneficial.
Encourages awareness of personal strengths and weaknesses → good for personal development.
Tasks are distributed more equally.
Equal power distribution → fewer conflicts.
Increases sense of connection and ownership.
Cons of Anarchy:
Misunderstandings → Address them in the collaboration session and through a Google Form.
Lack of alignment → Use a Notion page to gather input on what people want to do. Encourage participation.
Fixed meeting times → Schedule dedicated time slots (e.g., 2-hour meetings on Monday and Friday). Ask for feedback and explain the reasoning behind this.
Disjointedness → Consider team holidays and plan accordingly.
Poor communication → Encourage more participation in group chats.
Unnecessary tasks & jumping between priorities → Improve task clarity.
Lack of self-responsibility → Promote accountability.
Difficult to oversee responsibilities → Improve transparency and task tracking.
[05.03.25, 17:14:35] Phil: jo was hälst du von den Tasks für morgen?
https://www.notion.so/1st-Collaboration-Meeting-1ac264124a8d80368d3eca768983a6db?pvs=4
[05.03.25, 17:34:48] Emmanuel: Kannst du mir kurz ein Screenshot schicke.
‎[05.03.25, 18:15:02] Phil: ‎image omitted
‎[05.03.25, 19:06:11] Phil: ‎image omitted
‎[05.03.25, 19:14:13] Emmanuel: ‎audio omitted
[05.03.25, 19:25:19] Phil: Kleinanzeigen
[05.03.25, 19:29:59] Emmanuel: nice!!
[06.03.25, 23:56:39] Phil: Gerade bei #Kleinanzeigen gefunden. Wie findest du das?
https://www.kleinanzeigen.de/s-anzeige/lederhut-aussie/3020531100-160-3484?utm_source=whatsapp&utm_campaign=socialbuttons&utm_medium=social&utm_content=app_ios
[07.03.25, 07:25:53] Phil: Jo ich glaub das es gestern mehr geworden ist kommt echt vom Trinken am Dienstag
[07.03.25, 07:26:02] Phil: Muss echt ein paar Monate aufhören
[07.03.25, 07:30:51] Emmanuel: Film
[07.03.25, 07:31:26] Emmanuel: Aber ja trinken ist nicht so gut dabei
‎[07.03.25, 08:28:24] Phil: ‎image omitted
[07.03.25, 12:55:06] Emmanuel: vergesse nicht xplore heute anzurfuen
[07.03.25, 13:20:39] Emmanuel: Aber bei zhe way
[07.03.25, 13:21:08] Emmanuel: Sag xplore nicht was unser Produkt ist
[07.03.25, 13:21:12] Emmanuel: Ist
[07.03.25, 13:21:55] Emmanuel: Das beste wäre nur wir planen eine Software zu entwickeln und würde es gerne auf xplore laufen lassen was müssen wir berücksichtigen vorallem mit der Partnerschaft mit Diagnpstikum
‎[07.03.25, 13:25:05] Emmanuel: ‎audio omitted
[07.03.25, 13:27:43] Phil: jo ich sag einfach eine Ärztin hat mich gefragt
[07.03.25, 13:27:50] Phil: Ne obwohl das klingt auch komisch
‎[07.03.25, 13:31:47] Emmanuel: ‎audio omitted
‎[07.03.25, 13:33:31] Emmanuel: ‎audio omitted
[07.03.25, 13:58:04] Phil: ‎Video call. ‎48 sec
[07.03.25, 14:27:03] Emmanuel: ‎Video call. ‎Ended
[07.03.25, 14:33:55] Emmanuel: Nicht sagen
[07.03.25, 14:33:58] Emmanuel: So eine Bedingung
[07.03.25, 14:34:00] Emmanuel: Befundene
[07.03.25, 14:34:06] Emmanuel: Kollaboration
[07.03.25, 14:34:19] Emmanuel: Verbesser befundung
[07.03.25, 14:35:32] Emmanuel: Geil!!!
[07.03.25, 14:46:50] Phil: lad mich mal wieder in den call ein
[07.03.25, 14:47:15] Emmanuel: ‎Group call. ‎2 invited
[07.03.25, 15:06:05] Emmanuel: Hey hab gerade mit einem Gründer tokenstreet  er meinte es wäre besser immer ehrlich, offen und freundlich zu kommunizieren zu unseren potentiellen partnern, weil wir ja was möchten wir müssen nicht zu sehr Detail gehen, aber grob lassen ‎<This message was edited>
[07.03.25, 15:06:12] Emmanuel: Ich glaub das ist guter Rat
[07.03.25, 15:06:48] Emmanuel: Und ich fand das dein Telefonat echt gut war vorhin ‎<This message was edited>
[07.03.25, 15:07:01] Emmanuel: Nicht zu sehr in Detail aber informativ
[07.03.25, 15:09:20] Phil: Ja true guter Tipp
[07.03.25, 15:49:54] Emmanuel: Hey
[07.03.25, 15:53:14] Emmanuel: ‎Group call. ‎2 invited
[07.03.25, 17:02:46] Emmanuel: ‎Missed video call. ‎Click to call back
[07.03.25, 17:03:13] Emmanuel: Kannst du kurz called
[07.03.25, 17:03:16] Emmanuel: Wichtig
[07.03.25, 17:03:20] Emmanuel: ‎Missed voice call. ‎Click to call back
[07.03.25, 17:06:01] Emmanuel: ‎Missed voice call. ‎Click to call back
[07.03.25, 17:07:25] Phil: Ruf gleich zurück hab noch nen Patienten da
[07.03.25, 17:08:39] Emmanuel: Super danke dir!
[07.03.25, 17:08:46] Phil: ‎Video call. ‎1 min
‎[07.03.25, 17:11:53] Phil: ‎image omitted
‎[07.03.25, 19:39:10] Emmanuel: ‎image omitted
[07.03.25, 20:45:17] Phil: nice digga
[07.03.25, 20:45:27] Phil: warst du bei der?
[07.03.25, 20:52:07] Emmanuel: Ne andere
[07.03.25, 23:09:00] Phil: ich dachte du kommst nicht mehr
[07.03.25, 23:09:06] Phil: sind weiter gezogen
[07.03.25, 23:41:53] Phil: Sorry Bro 🙏
[08.03.25, 04:44:07] Emmanuel: alles gut
[08.03.25, 19:12:54] Phil: Wann kommst du Bro?
[08.03.25, 19:13:01] Phil: Kommt Laura mit?
[08.03.25, 19:42:59] Emmanuel: Denke so 22 Uhr so
[08.03.25, 19:43:15] Emmanuel: Ne Paula ist nicht in Berlin gerade
[08.03.25, 20:23:45] Phil: Bre
[08.03.25, 20:23:50] Phil: verpasst die Main party
[08.03.25, 20:28:11] Emmanuel: Bro alles gut
[09.03.25, 09:07:37] Phil: Bro, danke dass du für mich da warst. Wie wars noch bei Michael?
[09.03.25, 09:09:44] Phil: Und wir sollten echt nochmal drüber unterhalten wie wir unsere Software schreiben und ob wir uns einfach drauf konzentrieren sollten, dass wir Extensions für die großen Praxissysteme sind 🤩 ‎<This message was edited>
[09.03.25, 10:05:27] Phil: Ich glaub wir sind APIaaS
[09.03.25, 10:05:33] Phil: API as a Service alter
[09.03.25, 10:09:48] Phil: Vielleicht können wir unser Produkt echt einfach nur als Lambda Function anbieten
[09.03.25, 15:12:55] Phil: und digga lass echt kurz und knapp ne Simulation erstellen wo einfach nur der Struktierte Befund für Prostata CA in Text umwandeln
[09.03.25, 15:13:08] Phil: Ich mach das gleich mal in Figma
[09.03.25, 15:30:54] Emmanuel: Hey  ja kurz bin eingepennt
[09.03.25, 15:31:07] Emmanuel: Aber von dann da zum Auto und dann Home
[09.03.25, 15:31:21] Emmanuel: Und du wie bist du nachhause gekommen
[09.03.25, 16:13:18] Phil: Aniket hat mirn Uber geholt :)
[09.03.25, 16:13:36] Phil: haha hat mir Aniket erzählt
‎[09.03.25, 16:14:58] Emmanuel: ‎audio omitted
[09.03.25, 16:17:26] Phil: Haha ich glaub sein Netz geht nicht immer wegen Ungarischer Sim Karte oder so
[09.03.25, 16:18:04] Phil: Fahren grad zu Darios Bar kommst du auch vorbei?
[09.03.25, 16:18:22] Phil: Bleiben aber nicht zu lang
[09.03.25, 16:31:37] Emmanuel: Ne alles gut passt
[09.03.25, 16:31:43] Emmanuel: Bin dead viel Spaß euch
[09.03.25, 16:40:12] Phil: Alright erhol dich gut
[10.03.25, 12:40:14] Emmanuel: ‎Missed voice call. ‎Click to call back
[10.03.25, 12:40:30] Phil: ?
[10.03.25, 12:40:37] Emmanuel: Ihr seid weg
[10.03.25, 12:40:40] Phil: lol
[10.03.25, 14:11:37] Phil: Sehr geehrter Herr Krause,

Gerne nehme ich den Termin am 14.3 um 10 Uhr an. Wäre es für Sie ok, dass einer meiner Kommilitonen (Emmanuel Neuenhaus, Software Ingenieur) an dem Telefonat teilnimmt?
[10.03.25, 14:27:12] Emmanuel: Sehr geehrter Herr Krause,

vielen Dank für Ihre Rückmeldung!
Gerne nehme ich den Termin am Freitag wahr. Würde Ihnen 10 Uhr passen? Zusätzlich würde ich gerne fragen, ob es für Sie in Ordnung wäre, wenn einer meiner Kommilitonen, Emmanuel Neuenhaus (Software-Ingenieur), an dem Telefonat teilnimmt.

Mit freundlichen Grüßen
[10.03.25, 14:28:09] Phil: Super danke dann schick ich das gleich los
[10.03.25, 14:29:05] Emmanuel: Geil!
[10.03.25, 14:50:40] Phil: Hat grad geantwortet, hab ich in Slack gepostet
‎[10.03.25, 17:07:00] Emmanuel: ‎image omitted
[10.03.25, 17:10:42] Phil: Alter geil haste gekauft?
[10.03.25, 17:14:25] Phil: haste die Einladung für Meeting bekommen?
[11.03.25, 08:52:44] Phil: Morgen
[11.03.25, 08:52:57] Phil: Strategy Meeting auf nach 12 verschieben?
[11.03.25, 15:46:57] Phil: jojo
[11.03.25, 15:47:12] Phil: bist du Uni?
‎[11.03.25, 18:54:00] Phil: ‎image omitted
[11.03.25, 18:54:09] Phil: https://ui.shadcn.com/themes
[11.03.25, 18:54:30] Phil: junge ich glaub das kriegen wir easy schnell hübsch hin
[11.03.25, 19:26:03] Emmanuel: Geht so
[11.03.25, 19:26:10] Emmanuel: Bleib professionell
‎[11.03.25, 19:55:30] Emmanuel: ‎audio omitted
‎[11.03.25, 20:35:36] Phil: ‎image omitted
‎[11.03.25, 20:42:58] Emmanuel: ‎image omitted
‎[11.03.25, 20:44:55] Emmanuel: ‎image omitted
[11.03.25, 22:40:47] Phil: Ah Bro und wegen dem weshalb du eigentlich angerufen hast: Wir machen das weil es uns Spaß macht!
[11.03.25, 22:55:16] Emmanuel: ❤️
[12.03.25, 00:06:45] Phil: Ah und musst dir echt keine Gedanken wegen der Hautfarbe auf der Messe
[12.03.25, 00:07:12] Phil: Ich glaube die meisten dort würden es cool finden so ein buntes Team zu sehen
[12.03.25, 10:17:00] Emmanuel: Scanlytics Email lautet: teamscanlytics@gmail.com
[12.03.25, 10:17:15] Emmanuel: Password: TraumEditor123
[12.03.25, 10:17:32] Phil: Bro ich mach doch richtige
[12.03.25, 10:17:49] Phil: so wie neuenhaus@scanlytics.de
[12.03.25, 10:18:16] Phil: aber dauert noch muss mein Workspace wieder aktivieren lassen
[12.03.25, 10:18:59] Emmanuel: nein ich meine für linkedin
[12.03.25, 10:19:02] Phil: Bin gestern gut vorangekommen mit refactoren und hab Technology und About auf mobil gemacht
[12.03.25, 10:19:09] Phil: ah ok nice danke
[12.03.25, 10:19:29] Emmanuel: hast du es geschafft für uns individuell eine email zu machen?
[12.03.25, 10:19:38] Emmanuel: nice
[12.03.25, 10:19:49] Phil: ja über google workspace
[12.03.25, 10:19:53] Phil: kostet halt bisschen
[12.03.25, 10:19:59] Emmanuel: ok film
[12.03.25, 10:20:01] Emmanuel: wie viel
[12.03.25, 10:20:12] Phil: nur paar euro pro person
[12.03.25, 10:20:33] Emmanuel: erstell eine Finanzliste auch wie viel du zahslt damit wir alle bescheid wissen
[12.03.25, 10:20:37] Phil: jo hast du ne idee wie ich Home auf mobil machen solö?
[12.03.25, 10:20:46] Phil: gute idee
[12.03.25, 10:21:27] Emmanuel: hmm
[12.03.25, 10:21:39] Emmanuel: sollen wir die email behalten oder auf Team@scnalytics.de
[12.03.25, 10:21:43] Emmanuel: switchen`?
[12.03.25, 10:22:05] Emmanuel: dann lösche ich die email die ich erstellt habe wenn du es schon hast
[12.03.25, 10:24:10] Phil: ne dauert noch bei mir
[12.03.25, 10:24:17] Phil: Muss das reaktivieren lassen
[12.03.25, 10:24:25] Emmanuel: wie meinst du
[12.03.25, 10:24:34] Emmanuel: dachte du hast schon jetzt email für uns
[12.03.25, 10:52:13] Emmanuel: was denkst du: Scanlytics is an advanced reporting system extension that allows doctors to collaborate with AI in a simple and efficient manner. By currently focusing on structured reports, we aim to enhance the workflow of doctors by providing them with the opportunity to experience a more seamless and supportive reporting process.
[12.03.25, 10:55:46] Phil: Ich hatte schon mal workspace muss den account reaktivieren lassen
[12.03.25, 10:55:58] Phil: klingt sehr gut
[12.03.25, 10:56:11] Phil: würde nur das currently rausmachen
‎[12.03.25, 10:59:13] Emmanuel: ‎image omitted
[12.03.25, 10:59:15] Emmanuel: hab angepasst
[12.03.25, 10:59:46] Emmanuel: currently is von Chat gpt geadddet er meint bessere english idk
[12.03.25, 10:59:47] Emmanuel: hahaha
[12.03.25, 12:30:49] Emmanuel: Wo bist du
[12.03.25, 12:30:57] Phil: Lidl
[12.03.25, 12:30:59] Phil: 5 min
[12.03.25, 13:03:52] Emmanuel: Tobi-Reasearch Gate
[12.03.25, 15:38:20] Phil: hättest echt dabei sein sollen
[12.03.25, 15:38:23] Phil: war echt gut
[12.03.25, 15:39:25] Phil: es muss ein Limit geben für Work in Progress tasks
[12.03.25, 15:39:47] Phil: und Arbeiter müssen anderen helfen wenn die Zeit haben und andere nicht weiterkommen
[12.03.25, 15:42:20] Phil: und der Fokus muss darauf liegen möglichst viel fertig zu kriegen und möglichst wenig in Progress zu haben
[12.03.25, 15:42:35] Phil: weil das führt zu Überforderung und dazu dass man noch weniger fertig bekommt
[12.03.25, 15:48:23] Emmanuel: safe
[12.03.25, 15:48:58] Emmanuel: hast recht. würd sagen das ist das mit dem einspringen wenn die Tasks zu viel werden
[12.03.25, 15:49:34] Phil: Jo genau habens grad in so nem Spiel gemacht
[12.03.25, 15:49:38] Phil: ist viel schneller
[12.03.25, 15:49:55] Phil: Es geht darum dass wir möglichst viel in Done bekommen
[12.03.25, 15:50:14] Emmanuel: safe
[12.03.25, 16:01:43] Phil: und echt progress limitieren
[12.03.25, 16:02:02] Phil: wir hatten für die ganze Gruppe nur 3 gleichzeitig in Progress
[12.03.25, 16:02:05] Phil: mehr nicht
[12.03.25, 16:02:20] Phil: und wenn man mit dem eigenen fertig ist dann muss man helfen
